cluster
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
0
0
-1
-1
0
0
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
0
0
-1
-1
0
-1
0
-1
-1
-1
0
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
0
0
-1
-1
-1
-1
0
1
0
-1
-1
0
0
0
-1
-1
-1
-1
-1
0
0
-1
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
0
-1
0
-1
0
0
-1
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
0
-1
0
-1
-1
-1
-1
-1
4
0
-1
0
-1
-1
-1
-1
-1
0
0
0
-1
-1
-1
-1
-1
-1
0
-1
61
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
0
0
-1
-1
0
0
0
-1
-1
-1
-1
-1
0
-1
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
-1
-1
0
-1
-1
0
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
0
0
0
-1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
0
-1
-1
1
-1
-1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
0
0
-1
0
0
-1
-1
-1
-1
0
0
-1
-1
-1
-1
0
-1
0
0
-1
-1
-1
0
0
-1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
0
-1
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
42
0
0
-1
-1
0
-1
0
-1
-1
0
0
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
4
-1
0
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
48
0
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
0
0
0
-1
-1
-1
-1
-1
-1
43
-1
-1
0
-1
-1
0
0
-1
-1
-1
-1
-1
0
-1
0
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
0
-1
0
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
0
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
-1
-1
-1
