cluster
-1
-1
-1
-1
0
-1
0
0
0
0
0
0
-1
0
0
0
-1
-1
0
-1
0
1
-1
-1
1
-1
0
1
0
0
0
1
0
-1
1
-1
1
-1
-1
0
-1
0
0
0
0
1
-1
0
0
0
0
0
0
0
0
-1
-1
-1
0
0
-1
0
1
-1
-1
1
0
0
-1
0
1
0
-1
0
0
-1
-1
0
0
0
-1
0
0
1
0
0
0
0
1
0
-1
-1
0
0
0
-1
-1
0
0
-1
0
0
0
-1
0
0
0
0
0
0
0
0
-1
0
-1
0
0
0
1
0
0
-1
0
-1
-1
-1
0
-1
1
0
-1
0
-1
0
0
0
0
-1
0
1
0
-1
0
1
0
-1
0
-1
-1
0
0
0
0
0
0
-1
0
2
0
0
0
-1
-1
-1
0
0
0
0
0
-1
0
-1
-1
0
0
0
1
0
0
-1
0
-1
0
-1
0
0
0
0
0
0
0
0
-1
0
0
0
-1
-1
0
0
0
-1
-1
0
0
0
0
-1
-1
1
0
-1
0
0
0
0
-1
-1
-1
0
-1
0
0
0
0
-1
-1
-1
0
0
1
0
0
-1
-1
1
0
-1
0
-1
0
0
-1
1
1
-1
0
0
0
0
-1
-1
0
0
0
0
-1
0
-1
-1
0
-1
-1
0
0
0
-1
0
-1
0
-1
-1
0
-1
0
0
0
0
-1
-1
0
0
0
0
0
-1
-1
-1
0
-1
0
-1
0
0
-1
-1
0
0
0
-1
3
-1
-1
0
0
0
0
0
0
0
0
0
-1
0
-1
0
-1
1
-1
0
-1
0
1
-1
0
0
0
0
0
-1
0
-1
0
-1
0
0
0
-1
0
0
1
1
0
0
0
0
0
-1
0
0
0
-1
0
0
1
-1
-1
0
0
0
0
0
0
-1
1
-1
0
0
0
-1
0
0
0
-1
-1
0
1
0
-1
0
-1
-1
-1
-1
-1
0
4
-1
0
-1
0
-1
0
0
0
0
-1
0
0
0
0
0
0
0
0
-1
-1
0
-1
-1
0
-1
-1
-1
-1
0
0
1
0
0
2
1
0
-1
1
0
0
-1
-1
0
-1
0
76
0
-1
0
-1
0
-1
0
0
0
0
0
0
50
1
-1
0
0
-1
-1
-1
-1
-1
-1
0
0
-1
0
315
-1
-1
-1
-1
0
0
0
0
0
0
-1
-1
0
0
-1
0
0
0
0
0
0
-1
-1
-1
-1
0
0
0
0
-1
-1
-1
0
-1
0
0
-1
-1
0
0
-1
0
0
0
-1
-1
0
-1
0
-1
0
-1
-1
0
9
0
-1
-1
1
0
0
-1
0
-1
0
0
0
-1
-1
0
338
0
-1
0
-1
1
0
-1
-1
-1
0
0
-1
0
0
0
0
-1
0
0
0
-1
0
-1
-1
-1
0
0
-1
-1
-1
-1
-1
76
-1
0
0
0
-1
-1
0
1
-1
-1
0
-1
-1
-1
0
-1
1
1
0
0
-1
0
0
-1
-1
0
-1
-1
0
0
0
0
0
0
0
0
-1
-1
-1
1
-1
0
-1
-1
0
-1
-1
0
-1
-1
-1
2
-1
-1
336
0
0
0
0
0
0
1
0
0
-1
0
-1
0
0
-1
-1
0
0
-1
0
0
0
-1
-1
0
-1
0
