cluster
-1
-1
-1
-1
0
-1
0
-1
0
0
0
0
-1
-1
0
0
-1
-1
0
-1
0
58
-1
-1
-1
-1
0
-1
0
0
0
177
-1
-1
-1
-1
1
-1
-1
0
-1
0
0
-1
-1
1
-1
0
0
0
0
-1
0
-1
0
-1
-1
-1
0
0
-1
0
1
-1
-1
-1
0
0
-1
0
-1
0
-1
0
0
-1
-1
-1
-1
-1
-1
0
0
-1
-1
-1
-1
0
1
0
-1
-1
0
0
0
-1
-1
0
0
-1
0
0
0
-1
-1
0
0
-1
0
-1
0
0
-1
-1
-1
0
0
0
-1
0
-1
-1
0
-1
-1
-1
0
-1
78
0
-1
0
-1
0
0
0
-1
-1
0
-1
-1
-1
0
-1
0
-1
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
2
0
-1
0
-1
-1
-1
0
-1
0
0
0
-1
0
-1
-1
0
-1
0
305
0
-1
-1
368
-1
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
-1
0
0
-1
-1
0
0
0
-1
-1
-1
0
0
0
-1
-1
3
0
-1
0
0
-1
-1
-1
-1
-1
0
-1
-1
0
-1
0
-1
-1
-1
0
0
4
0
0
-1
-1
-1
0
-1
0
-1
0
0
-1
-1
-1
-1
0
0
-1
0
-1
-1
-1
-1
0
0
-1
0
-1
-1
0
-1
-1
0
-1
-1
-1
0
-1
0
-1
-1
0
-1
0
-1
-1
0
-1
-1
-1
0
394
-1
0
-1
-1
-1
-1
-1
0
-1
0
0
-1
-1
0
0
-1
-1
-1
-1
-1
0
0
0
0
-1
0
0
0
-1
-1
0
-1
0
-1
3
-1
0
-1
-1
1
-1
-1
0
-1
-1
-1
-1
0
-1
0
-1
0
0
0
-1
0
0
-1
-1
-1
-1
0
0
-1
-1
-1
0
0
-1
0
0
-1
-1
-1
0
0
-1
0
0
-1
-1
5
-1
-1
0
0
-1
0
0
-1
-1
-1
0
-1
0
-1
0
-1
-1
-1
-1
-1
0
32
-1
-1
-1
0
-1
0
0
0
-1
-1
0
-1
0
-1
0
0
0
0
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
-1
0
-1
-1
0
2
-1
0
-1
-1
0
0
-1
-1
-1
-1
0
-1
-1
-1
0
-1
0
-1
0
0
0
0
0
-1
-1
-1
-1
0
0
-1
-1
-1
-1
-1
-1
0
0
-1
-1
342
-1
-1
-1
-1
0
0
0
0
0
0
-1
-1
56
0
-1
-1
0
-1
0
-1
-1
-1
-1
-1
-1
-1
0
0
0
-1
-1
-1
0
-1
0
0
-1
-1
0
0
-1
0
0
0
-1
-1
-1
-1
0
-1
0
-1
-1
0
-1
0
-1
-1
305
0
-1
-1
0
-1
0
0
0
-1
-1
0
-1
137
-1
0
-1
25
0
-1
-1
-1
0
0
-1
0
0
-1
0
-1
0
0
0
-1
0
-1
-1
-1
0
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
0
-1
-1
0
1
-1
-1
0
-1
-1
-1
-1
-1
1
1
0
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
-1
0
0
